,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
38,M,2022-01-19 13:04:34,2022-01-14, YORW,York Water Co,Poff Matthew E,CFO,P - Purchase,$46.54,+17,"3,459",0%,+$801,,,,
39,,2022-01-19 12:52:09,2022-01-14, TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2, L.P.",See footnote 2,P - Purchase,$12.00,"+567,467","2,485,104",+30%,"+$6,809,604",,,,
40,,2022-01-19 12:47:13,2022-01-18, CXDO,"Crexendo, Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$4.43,"+3,000","10,476,393",0%,"+$13,281",,,,
41,,2022-01-19 12:29:48,2022-01-19, PPYAU,Papaya Growth Opportunity Corp. I,Whitehead Clay,"CEO, 10%",P - Purchase,$0.00,"+1,115,500","1,115,500",New,+$0,,,,
42,,2022-01-19 12:27:04,2022-01-19, PPYAU,Papaya Growth Opportunity Corp. I,"Papaya Growth Opportunity I Sponsor, LLC",10%,P - Purchase,$0.00,"+1,115,500","1,115,500",New,+$0,,,,
43,,2022-01-19 12:07:32,2022-01-18, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,067.40",+20,"376,981",0%,"+$21,348",,,,
44,,2022-01-19 11:23:16,2022-01-18, UMH,"Umh Properties, Inc.",Mitchell William Edward,Dir,P - Purchase,$23.63,+42,"9,155",0%,"+$1,000",,,,
45,A,2022-01-19 11:18:30,2022-01-19, GALT,Galectin Therapeutics Inc,Freeman Kevin D,Dir,P - Purchase,$1.96,"+5,000","94,469",+6%,"+$9,806",,,,
46,,2022-01-19 11:02:44,2022-01-19, GALT,Galectin Therapeutics Inc,Freeman Kevin D,Dir,P - Purchase,$1.96,"+5,000","89,469",+6%,"+$9,806",,,,
47,,2022-01-19 07:00:15,2022-01-18, VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$10.70,"+20,000","4,670,000",0%,"+$213,971",,,,
48,,2022-01-19 06:45:08,2022-01-14, WTMAU,Welsbach Technology Metals Acquisition Corp.,Welsbach Acquisition Holdings LLC,10%,P - Purchase,$10.00,"+4,554","2,192,212",0%,"+$45,540",,,,
49,,2022-01-19 06:09:48,2022-01-18, GLSI,"Greenwich Lifesciences, Inc.",Thompson Jaye,VP Clinical Reg. Affairs,P - Purchase,$18.87,+500,"254,495",0%,"+$9,435",,,,
50,,2022-01-18 21:13:37,2022-01-14, UNVR,Univar Solutions Inc.,Pappas Christopher D,Dir,P - Purchase,$27.88,"+5,000","182,014",+3%,"+$139,400",,,,
51,,2022-01-18 19:20:40,2022-01-14, THO,Thor Industries Inc,Orthwein Peter Busch,Dir,P - Purchase,$98.54,"+10,000","1,957,053",+1%,"+$985,384",,,,
52,,2022-01-18 19:00:23,2022-01-14, BMEA,"Biomea Fusion, Inc.",Valle Franco,CFO,P - Purchase,$8.68,"+10,000","10,000",New,"+$86,767",,,,
53,M,2022-01-18 18:33:06,2022-01-13, ASAN,"Asana, Inc.",Moskovitz Dustin A.,"Pres, CEO, Chair, 10%",P - Purchase,$63.57,"+750,000","16,986,722",+5%,"+$47,678,117",,,,
54,,2022-01-18 18:13:08,2022-01-14, OSTO,Original Sixteen to One Mine Inc /Ca/,Original Sixteen to One Mine Inc /Ca/,Pres,P - Purchase,$1.00,"+57,901","2,065,696",+3%,"+$57,901",,,,
55,,2022-01-18 18:02:48,2022-01-13, TELL,Tellurian Inc. /de/,Harvey Claire,Dir,P - Purchase,$3.19,"+16,000","49,955",+47%,"+$51,072",,,,
56,A,2022-01-18 18:00:56,2021-12-20, TELL,Tellurian Inc. /de/,Gross Jonathan S,Dir,P - Purchase,$2.83,"+100,000","244,329",+69%,"+$282,840",,,,
57,M,2022-01-18 17:30:36,2022-01-13, OCUL,"Ocular Therapeutix, Inc",Summer Road LLC,10%,P - Purchase,$6.06,"+50,000","5,814,761",+1%,"+$302,921",,,,
58,M,2022-01-18 17:24:13,2022-01-13, INDT,"Indus Realty Trust, Inc.","Ccp Sbs Gp, LLC",10%,P - Purchase,$79.91,"+10,177","7,106",-331%,"+$813,235",,,,
59,,2022-01-18 17:18:43,2022-01-18, KOR,Corvus Gold Ulc,Anglogold Ashanti Ltd,10%,P - Purchase,$3.27,"+102,228,521",0,-100%,"+$334,287,264",,,,
60,,2022-01-18 16:55:16,2021-12-20, ULH,"Universal Logistics Holdings, Inc.",Moroun Matthew T,"Dir, 10%",P - Purchase,$14.94,"+3,090,879","19,458,772",+19%,"+$46,177,732",,,,
61,M,2022-01-18 16:35:48,2022-01-14, YORW,York Water Co,Snyder Mark S,VP- Engineering,P - Purchase,$46.65,+18,"2,750",+1%,+$857,,,,
62,M,2022-01-18 16:22:36,2022-01-13, AXDX,"Accelerate Diagnostics, Inc",Schuler Jack W,"Dir, 10%",P - Purchase,$4.00,"+131,219","18,750,110",+1%,"+$524,442",,,,
63,M,2022-01-18 16:20:22,2022-01-14, YORW,York Water Co,Wheeler Mark A,COO,P - Purchase,$46.94,+113,"2,223",+5%,"+$5,286",,,,
64,,2022-01-18 16:19:12,2022-01-13, APTX,Aptinyx Inc.,Miller Joan W.,Dir,P - Purchase,$2.83,"+17,700","17,700",New,"+$50,091",,,,
65,M,2022-01-18 16:11:43,2022-01-14, YORW,York Water Co,Colon Natalee,VP- HR,P - Purchase,$46.82,+16,"1,202",+1%,+$738,,,,
66,D,2022-01-18 16:09:20,2022-01-14, HILS,Hillstream Biopharma Inc.,Mazur Leonard L,Dir,P - Purchase,$4.00,"+25,000","123,733",+25%,"+$100,000",,,,
67,M,2022-01-18 16:06:57,2022-01-13, HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$28.22,"+1,500","276,197",+1%,"+$42,325",,,,
68,,2022-01-18 16:05:29,2022-01-18, SACH,Sachem Capital Corp.,Haydon William C,See Remarks,P - Purchase,$6.05,"+2,000","10,000",+25%,"+$12,100",,,,
69,M,2022-01-18 16:05:10,2022-01-13, MACK,Merrimack Pharmaceuticals Inc,Crocker Gary L,See Remarks,P - Purchase,$4.47,"+10,000","53,731",+23%,"+$44,674",,,,
70,,2022-01-18 16:01:45,2022-01-13, ENTX,Entera Bio Ltd.,Malca Yonatan,Dir,P - Purchase,$2.74,"+7,232","7,232",New,"+$19,816",,,,
71,M,2022-01-18 16:00:21,2022-01-13, RWAY,Runway Growth Finance Corp.,Ocm Growth Holdings LLC,"Dir, 10%",P - Purchase,$13.23,"+50,363","20,157,113",0%,"+$666,339",,,,
72,A,2022-01-18 16:00:18,2022-01-12, RWAY,Runway Growth Finance Corp.,Ocm Growth Holdings LLC,"Dir, 10%",P - Purchase,$13.49,"+20,300","20,106,749",0%,"+$273,810",,,,
73,,2022-01-18 14:35:41,2022-01-14, CXDO,"Crexendo, Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$4.55,"+3,000","10,473,393",0%,"+$13,640",,,,
74,M,2022-01-18 12:53:14,2022-01-10, SURG,"Surgepays, Inc.",May David Allen,Dir,P - Purchase,$1.95,"+92,172","174,298",+112%,"+$179,656",,,,
75,,2022-01-18 11:54:04,2022-01-14, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,111.77",+20,"376,961",0%,"+$22,235",,,,
76,M,2022-01-18 10:20:16,2022-01-13, SNSE,"Sensei Biotherapeutics, Inc.",Peyer James,"Dir, 10%",P - Purchase,$5.10,"+26,172","4,975,632",+1%,"+$133,392",,,,
77,M,2022-01-18 10:17:47,2022-01-13, SNSE,"Sensei Biotherapeutics, Inc.",Cambrian Biopharma Inc,10%,P - Purchase,$5.10,"+26,172","4,975,632",+1%,"+$133,392",,,,
78,,2022-01-18 09:12:56,2022-01-14, ONTX,"Onconova Therapeutics, Inc.",Oler Abraham N.,"SVP Corp Dev, GC",P - Purchase,$2.20,"+1,500","21,514",+7%,"+$3,300",,,,
79,,2022-01-18 09:10:46,2022-01-14, YORW,York Water Co,Hardman Mark J,VP- Technology,P - Purchase,$46.45,+4,882,0%,+$171,,,,
80,,2022-01-18 09:00:29,2022-01-14, CYTH,"Cyclo Therapeutics, Inc.",Ostronic Francis Patrick,Dir,P - Purchase,$4.00,"+1,731","110,079",+2%,"+$6,924",,,,
81,,2022-01-18 08:59:14,2022-01-14, YORW,York Water Co,Gang Michael W,Dir,P - Purchase,$46.45,+49,"11,610",0%,"+$2,253",,,,
82,,2022-01-18 08:54:55,2022-01-14, GALT,Galectin Therapeutics Inc,Zordani Richard A. Jr.,Dir,P - Purchase,$2.02,"+5,000","19,583",+34%,"+$10,100",,,,
83,,2022-01-18 08:48:17,2022-01-14, YORW,York Water Co,Hines Jeffrey R,Dir,P - Purchase,$46.45,+56,"13,294",0%,"+$2,580",,,,
84,,2022-01-18 08:42:48,2022-01-14, YORW,York Water Co,Hines Jeffrey R,Dir,P - Purchase,$46.45,+245,"58,615",0%,"+$11,376",,,,
85,,2022-01-18 08:39:32,2022-01-13, LIFE,Atyr Pharma Inc,Broadfoot Jill Marie,CFO,P - Purchase,$6.75,"+1,923","12,112",+19%,"+$12,980",,,,
86,,2022-01-18 08:33:16,2022-01-14, YORW,York Water Co,Keller Jody L,Dir,P - Purchase,$46.45,+16,"3,741",0%,+$726,,,,
87,,2022-01-18 07:00:12,2022-01-14, VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$10.37,"+32,139","4,650,000",+1%,"+$333,281",,,,
88,,2022-01-18 06:05:50,2022-01-14, ALZN,"Alzamend Neuro, Inc.",Ault Milton C III,10%,P - Purchase,$1.79,"+3,000","32,213,000",0%,"+$5,368",,,,
89,,2022-01-18 06:05:19,2022-01-13, GLSI,"Greenwich Lifesciences, Inc.",Patel Snehal,"CEO, CFO, 10%",P - Purchase,$19.99,"+1,000","1,194,429",0%,"+$19,990",,,,
