,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
30,,2008-01-04 16:22:43,2008-01-02, CCIX,"Coleman Cable, Inc.",Stein Nachum,Dir,P - Purchase,$8.95,"+5,000","912,072",+1%,"+$44,726",0,-2,+41,+10
31,,2008-01-04 16:22:11,2008-01-02, CCIX,"Coleman Cable, Inc.",Bistricer David,"Dir, 10%",P - Purchase,$8.95,"+5,000","1,877,836",0%,"+$44,726",0,-2,+41,+10
32,D,2008-01-04 16:17:42,2008-01-02, PNC,Pnc Financial Services Group Inc,Wehmeier Helge H,Dir,P - Purchase,$65.36,+265,"15,770",+2%,"+$17,320",+1,+1,+4,-9
33,M,2008-01-04 16:13:32,2008-01-02, FDRA,"Foldera, Inc","Vision Capital Advisors, LLC",10%,P - Purchase,$0.26,"+60,000","40,381,345",0%,"+$15,600",,,,
34,D,2008-01-04 16:13:03,2008-01-03, ISCA,International Speedway Corp,Zack L P,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",+3,+3,+5,-2
35,D,2008-01-04 16:11:59,2008-01-03, ISCA,International Speedway Corp,"William C. France Family Trust Dated November 4, 2004","Group Member, 10%",P - Purchase,$40.85,+230,"18,220,920",0%,"+$9,396",+3,+3,+5,-2
36,D,2008-01-04 16:11:57,2008-01-03, ISCA,International Speedway Corp,Western Opportunity Ltd Partnership,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",+3,+3,+5,-2
37,D,2008-01-04 16:10:53,2008-01-03, ISCA,International Speedway Corp,Zack Co,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",+3,+3,+5,-2
38,D,2008-01-04 16:10:52,2008-01-03, ISCA,International Speedway Corp,William C. & Betty Jane France Alaska Community Property Trust,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",+3,+3,+5,-2
39,,2008-01-04 16:02:11,2007-12-20, FEEC,Far East Energy Corp,Mihm John C,Dir,P - Purchase,$0.97,"+1,100","2,500",+79%,"+$1,067",,,,
40,M,2008-01-04 15:49:03,2007-12-20, ISAC,Ic Isaacs & Co Inc,Ahrenberg Staffan,10%,P - Purchase,$0.45,"+530,000","1,994,478",+36%,"+$238,637",,,,
41,,2008-01-04 15:46:15,2007-12-27, COT,Cott Corp /cn/,Gouin Serge,Dir,P - Purchase,$7.02,"+5,058","233,479",+2%,"+$35,504",-1,-1,-17,-57
42,D,2008-01-04 15:32:15,2008-01-02, STRZ,Star Buffet Inc,Wheaton Craig Bradford,Dir,P - Purchase,$5.41,"+2,000","35,300",+6%,"+$10,828",,,,
43,,2008-01-04 15:19:22,2008-01-02, TEX,Terex Corp,Riordan Thomas J,"Pres, COO",P - Purchase,$62.66,+31,"135,305",0%,"+$1,942",-6,-13,-4,-26
44,,2008-01-04 15:18:31,2008-01-02, UMBF,Umb Financial Corp,Brian J Walker,Chief Accounting Officer,P - Purchase,$39.27,+13,312,+4%,+$500,-2,+5,+13,+30
45,,2008-01-04 15:18:17,2008-01-02, TEX,Terex Corp,Lee Park Hyeryun,"Pres, Terex Asia",P - Purchase,$62.66,+10,"28,467",0%,+$627,-6,-13,-4,-26
46,D,2008-01-04 15:08:02,2008-01-03, CAO,Csk Auto Corp,Ellis Larry Lee,SVP,P - Purchase,$4.84,"+2,000","19,474",+11%,"+$9,686",,,,
47,,2008-01-04 15:07:17,2008-01-03, ARQL,Arqule Inc,Loberg Michael D,Dir,P - Purchase,$5.78,+86,"1,561",+6%,+$497,0,-22,-10,-46
48,D,2008-01-04 15:04:20,2008-01-03, ISCA,International Speedway Corp,Sm Holder L P,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
49,D,2008-01-04 15:04:18,2008-01-03, ISCA,International Speedway Corp,1999 William C. France Descendants Trust,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
50,D,2008-01-04 15:04:16,2008-01-03, ISCA,International Speedway Corp,Sm Holder Co,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
51,D,2008-01-04 15:03:13,2008-01-03, ISCA,International Speedway Corp,Sierra Central Corp,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
52,D,2008-01-04 15:03:12,2008-01-03, ISCA,International Speedway Corp,Wcf Family 1 Inc,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
53,D,2008-01-04 15:03:08,2008-01-03, ISCA,International Speedway Corp,"Nevair of Nevada, LLC","Group Member, 10%",P - Purchase,$40.85,+230,"18,101,581",0%,"+$9,396",0,+3,+5,-2
54,,2008-01-04 14:49:46,2008-01-04, NPLA,"Inplay Technologies, Inc.",Ramchandani Ramesh,"Pres, COO",P - Purchase,$1.24,"+3,000","14,000",+27%,"+$3,732",,,,
55,,2008-01-04 14:49:11,2007-12-31, GBTS,Gateway Financial Holdings Inc,Johnson William Taylor Jr,Dir,P - Purchase,$11.99,"+5,000","60,500",+9%,"+$59,950",,,,
56,,2008-01-04 14:47:12,2008-01-04, EGLS,Electroglas Inc,Rohrs Thomas M,"COB, CEO",P - Purchase,$1.49,"+2,000","145,750",+1%,"+$2,980",,,,
57,,2008-01-04 14:44:26,2008-01-02, DRI,Darden Restaurants Inc,McAdam Robert S,"SVP Gov't, Community Affairs",P - Purchase,$26.62,"+2,000","2,000",New,"+$53,240",-2,-10,+7,+22
58,M,2008-01-04 14:42:08,2007-12-18, INLM,International Monetary Systems Ltd /wi/,Mardak Donald F,"Pres, CEO, 10%",P - Purchase,$0.55,+800,"17,707,800",0%,+$442,,,,
59,M,2008-01-04 14:34:44,2008-01-02, BKRS,Bakers Footwear Group Inc,Marxe Austin W & Greenhouse David M,10%,P - Purchase,$2.23,"+5,546","1,716,717",0%,"+$12,359",,,,
60,,2008-01-04 14:33:39,2008-01-02, EGR,"Commerce Energy Group, Inc.",Boss Steven S,CEO,P - Purchase,$1.34,"+20,000","245,000",+9%,"+$26,800",,,,
61,,2008-01-04 14:16:32,2008-01-02, IDRA,"Idera Pharmaceuticals, Inc.",Wyngaarden James B,Dir,P - Purchase,$11.29,+465,"36,685",+1%,"+$5,249",-1,-2,-22,-2
62,,2008-01-04 14:13:08,2008-01-02, IDRA,"Idera Pharmaceuticals, Inc.",Reardon William S,Dir,P - Purchase,$11.29,+155,"4,163",+4%,"+$1,750",-1,-2,-22,-2
63,,2008-01-04 14:09:40,2008-01-02, IDRA,"Idera Pharmaceuticals, Inc.",Zamecnik Paul C,Director Emeritus,P - Purchase,$11.29,+443,"104,622",0%,"+$5,001",-1,-2,-22,-2
64,,2008-01-04 14:07:08,2008-01-04, PBY,Pep Boys Manny Moe & Jack,Leonard William,Dir,P - Purchase,$10.06,"+50,000","296,699",+20%,"+$502,785",-6,-11,+13,-28
65,M,2008-01-04 14:04:59,2008-01-02, ATAXZ,America First Tax Exempt Investors LP,Roskens Lisa Y,"Pres, CEO of GP of GP",P - Purchase,$6.53,"+5,000","5,000",New,"+$32,642",,,,
66,M,2008-01-04 14:04:36,2008-01-02, ATAXZ,America First Tax Exempt Investors LP,Yanney Michael B,COB of GP of GP,P - Purchase,$6.53,"+5,000","17,500",+40%,"+$32,642",,,,
67,M,2008-01-04 14:04:08,2008-01-02, ATAXZ,America First Tax Exempt Investors LP,Yanney Gail Walling,Director of GP of GP,P - Purchase,$6.53,"+5,000","17,500",+40%,"+$32,642",,,,
68,DM,2008-01-04 13:43:13,2008-01-02, GTN,Gray Television Inc,Robinson J Mack,"COB, CEO",P - Purchase,$8.16,"+8,300","4,104,242",0%,"+$67,720",0,-2,0,-60
69,DM,2008-01-04 13:42:40,2008-01-02, GTN,Gray Television Inc,Robinson Harriett J,Dir,P - Purchase,$8.16,"+8,300","4,104,242",0%,"+$67,745",0,-2,0,-60
70,M,2008-01-04 13:24:04,2008-01-02, XTLB,Xtl Biopharmaceuticals Ltd,Edelman Joseph,10%,P - Purchase,$2.89,"+1,300,000","1,649,500",+372%,"+$3,757,000",-1,+6,+22,+6
71,,2008-01-04 12:50:34,2008-01-02, VRTBD,"Vestin Realty Mortgage Ii, Inc",Shustek Michael V,"Pres, CEO",P - Purchase,$10.04,"+3,975","368,653",+1%,"+$39,915",,,,
72,,2008-01-04 12:49:35,2008-01-03, CPF,Central Pacific Financial Corp,Hedberg B Jeannie,Dir,P - Purchase,$17.40,+47,"5,080",+1%,+$818,-4,-11,+17,-38
73,,2008-01-04 12:45:15,2008-01-03, GRNB,"Green Bankshares, Inc.",Tolsma John,Dir,P - Purchase,$19.22,+250,"1,018",+33%,"+$4,805",-8,-16,+13,-28
74,A,2008-01-04 12:42:32,2008-01-02, SMP,Standard Motor Products Inc,Gerrity Robert M,Dir,P - Purchase,$8.26,+252,"14,069",+2%,"+$2,082",-2,-7,+11,+3
75,,2008-01-04 12:37:52,2008-01-03, CPF,Central Pacific Financial Corp,Rose Crystal,Dir,P - Purchase,$17.40,+153,"5,810",+3%,"+$2,662",-4,-11,+17,-38
76,AM,2008-01-04 12:16:33,2007-01-11, UWBK,United Western Bancorp Inc,Wetzel Scot T,"Pres, CEO",P - Purchase,$20.70,"+1,600","15,043",+12%,"+$33,127",,,,
77,AM,2008-01-04 12:13:31,2007-01-09, UWBK,United Western Bancorp Inc,Wetzel Scot T,"Pres, CEO",P - Purchase,$20.70,"+1,600","13,443",+14%,"+$33,114",,,,
78,D,2008-01-04 12:12:37,2008-01-03, ISCA,International Speedway Corp,J Holder L P,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
79,D,2008-01-04 12:12:35,2008-01-03, ISCA,International Speedway Corp,J Holder Co,"Group Member, 10%",P - Purchase,$40.85,+230,"18,324,920",0%,"+$9,396",0,+3,+5,-2
80,D,2008-01-04 12:12:33,2008-01-03, ISCA,International Speedway Corp,France Sharon M,"Group Member, 10%",P - Purchase,$40.85,+230,"18,229,500",0%,"+$9,396",0,+3,+5,-2
81,D,2008-01-04 12:12:30,2008-01-03, ISCA,International Speedway Corp,Quaternary Investment,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
82,D,2008-01-04 12:12:30,2008-01-03, ISCA,International Speedway Corp,Principal Investment Co,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
83,D,2008-01-04 12:12:26,2008-01-03, ISCA,International Speedway Corp,Ja Holder Limited Partnership,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
84,D,2008-01-04 12:12:25,2008-01-03, ISCA,International Speedway Corp,Ja Holder Co,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
85,D,2008-01-04 12:12:22,2008-01-03, ISCA,International Speedway Corp,Kennedy Benjamin Z,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
86,D,2008-01-04 12:11:22,2008-01-03, ISCA,International Speedway Corp,France Lauren Dare,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
87,D,2008-01-04 12:11:19,2008-01-03, ISCA,International Speedway Corp,Kennedy Lesa D,"Pres, 10%",P - Purchase,$40.85,+230,"18,226,072",0%,"+$9,396",0,+3,+5,-2
88,D,2008-01-04 12:11:18,2008-01-03, ISCA,International Speedway Corp,France William Carter,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
89,,2008-01-04 12:04:48,2007-12-31, SSE,Southern Connecticut Bancorp Inc,Ciaburri Michael M,"Pres, CEO",P - Purchase,$7.45,"+3,000","15,000",+25%,"+$22,350",-2,-1,+2,-5
90,,2008-01-04 11:50:13,2007-12-31, URRN,Uron Inc,Houlton Mark,Dir,P - Purchase,$1.20,"+416,667","416,667",New,"+$500,000",,,,
91,,2008-01-04 11:30:45,2008-01-03, GDP,Goodrich Petroleum Corp,Goodrich Walter G,"Vice COB, CEO",P - Purchase,$23.27,+300,"1,200,372",0%,"+$6,980",-4,0,-9,+217
92,D,2008-01-04 11:23:05,2008-01-03, ISCA,International Speedway Corp,France Jayce Camron,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
93,D,2008-01-04 11:22:01,2008-01-03, ISCA,International Speedway Corp,France Jamison C,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
94,D,2008-01-04 11:22:00,2008-01-03, ISCA,International Speedway Corp,France James C,"Vice Chair, CEO, 10%",P - Purchase,$40.85,+230,"18,535,094",0%,"+$9,396",0,+3,+5,-2
95,D,2008-01-04 11:21:57,2008-01-03, ISCA,International Speedway Corp,France Betty Jane,"Group Member, 10%",P - Purchase,$40.85,+230,"18,228,607",0%,"+$9,396",0,+3,+5,-2
96,D,2008-01-04 11:21:56,2008-01-03, ISCA,International Speedway Corp,Carl Two LLC,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
97,D,2008-01-04 11:21:52,2008-01-03, ISCA,International Speedway Corp,Carl Investment Limited Partnership,"Group Member, 10%",P - Purchase,$40.85,+230,"18,224,920",0%,"+$9,396",0,+3,+5,-2
98,D,2008-01-04 11:21:51,2008-01-03, ISCA,International Speedway Corp,"Capital Circle Group, LLC","Group Member, 10%",P - Purchase,$40.85,+230,"18,101,581",0%,"+$9,396",0,+3,+5,-2
99,D,2008-01-04 11:20:48,2008-01-03, ISCA,International Speedway Corp,France Brian Z,"Group Member, 10%",P - Purchase,$40.85,+230,"18,223,573",0%,"+$9,396",0,+3,+5,-2
100,M,2008-01-14 21:55:34,2008-01-10, MWRK,Mothers Work Inc,Rosenfeld Eric,10%,P - Purchase,$15.15,"+65,400","678,382",+11%,"+$990,684",,,,
101,M,2008-01-14 21:45:39,2008-01-10, CHUX,O Charleys Inc,Monahan Gregory R,See Explanation of Responses,P - Purchase,$11.97,"+1,150","1,150",New,"+$13,768",-6,-3,-3,-21
102,M,2008-01-14 21:30:13,2008-01-10, CHUX,O Charleys Inc,Ajdler Arnaud,See Explanation of Responses,P - Purchase,$11.72,"+2,400","2,400",New,"+$28,126",-6,-3,-3,-21
103,M,2008-01-14 20:22:24,2008-01-11, TIXC,Tix Corp,Marsh Joseph B,"consultant, 10%",P - Purchase,$4.97,"+7,000","3,950,385",0%,"+$34,815",,,,
104,D,2008-01-14 19:58:48,2008-01-14, ZLC,Zale Corp,Shull Thomas C,Dir,P - Purchase,$13.55,"+5,000","9,500",+111%,"+$67,750",-2,+8,+34,+32
105,AD,2008-01-14 19:50:31,2007-11-13, GTLT,"Global Telecom & Technology, Inc.",Vecchio Todd,10%,P - Purchase,$1.37,"+189,646","883,123",+27%,"+$259,815",,,,
106,AD,2008-01-14 19:48:42,2007-11-13, GTLT,"Global Telecom & Technology, Inc.",Keenan D Michael,"Dir, 10%",P - Purchase,$1.37,"+59,265","794,265",+8%,"+$81,193",,,,
107,D,2008-01-14 19:37:33,2008-01-11, SHMT,Shumate Industries Inc,Chickering Kenton III,Dir,P - Purchase,$0.69,"+2,500","38,590",+7%,"+$1,725",,,,
108,,2008-01-14 19:20:32,2008-01-14, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$31.77,"+20,700","10,078,200",0%,"+$657,730",-3,-7,-9,-28
109,M,2008-01-14 19:20:10,2008-01-11, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$31.29,"+12,500","10,057,500",0%,"+$391,098",-3,-7,-9,-28
110,,2008-01-14 19:19:50,2008-01-11, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$31.01,"+15,100","10,045,000",0%,"+$468,217",-3,-7,-9,-28
111,M,2008-01-14 19:19:28,2008-01-10, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$30.92,"+7,800","10,029,900",0%,"+$241,213",-3,-7,-9,-28
112,,2008-01-14 19:19:06,2008-01-10, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$30.70,"+13,900","10,022,100",0%,"+$426,680",-3,-7,-9,-28
113,,2008-01-14 19:18:39,2008-01-10, CBT,Cabot Corp,Spo Advisory Corp,10%,P - Purchase,$30.39,"+23,800","10,008,200",0%,"+$723,228",-3,-7,-9,-28
114,,2008-01-14 18:51:53,2008-01-14, CVGW,Calavo Growers Inc,Carbone Egidio,Dir,P - Purchase,$17.50,+100,"5,000",+2%,"+$1,750",-2,+5,+7,-38
115,,2008-01-14 18:39:08,2008-01-14, VIRC,Virco Mfg Corporation,Virtue Douglas A,EVP,P - Purchase,$5.75,"+3,000","16,192",+23%,"+$17,250",-1,-4,+10,-16
116,,2008-01-14 18:33:40,2008-01-11, PARD,"Poniard Pharmaceuticals, Inc.",Craves Fred B,Dir,P - Purchase,$3.98,"+12,600","466,211",+3%,"+$50,096",,,,
117,M,2008-01-14 18:23:53,2008-01-10, NMHC,National Medical Health Card Systems Inc,"Discovery Equity Partners, LP",10%,P - Purchase,$8.98,"+15,980","841,580",+2%,"+$143,526",,,,
118,D,2008-01-14 18:17:29,2008-01-11, CW,Curtiss Wright Corp,Miller B Parker III,SVP,P - Purchase,$40.36,+260,"2,089",+14%,"+$10,502",-1,-8,-7,-9
119,M,2008-01-14 18:15:29,2008-01-10, GGC,Georgia Gulf Corp /de/,"Scsf Equities, LLC",10%,P - Purchase,$4.25,"+394,182","8,598,264",+5%,"+$1,676,777",-6,-24,+48,-59
120,D,2008-01-14 18:15:29,2008-01-11, CW,Curtiss Wright Corp,McClurg Kevin M,Corporate Controller,P - Purchase,$40.36,+160,"2,026",+9%,"+$6,450",-1,-8,-7,-9
121,D,2008-01-14 18:09:14,2008-01-11, CW,Curtiss Wright Corp,Jakubowitz Harry,Treasurer,P - Purchase,$40.36,+248,"2,649",+10%,"+$10,000",-1,-8,-7,-9
122,D,2008-01-14 18:04:53,2008-01-11, CW,Curtiss Wright Corp,Denton Michael J,"VP, Secretary",P - Purchase,$40.36,+143,"8,603",+2%,"+$5,777",-1,-8,-7,-9
123,D,2008-01-14 18:04:43,2008-01-14, ZLC,Zale Corp,Hollander Gilbert P,"EVP, Chief Sourcing Officer",P - Purchase,$13.38,"+3,735","13,374",+39%,"+$49,974",-2,+8,+34,+32
124,M,2008-01-14 18:02:12,2008-01-10, NMHC,National Medical Health Card Systems Inc,"Discovery Group I, LLC",10%,P - Purchase,$8.98,"+18,801","2,963,283",+1%,"+$168,864",,,,
125,D,2008-01-14 18:01:06,2008-01-11, CW,Curtiss Wright Corp,Benante Martin R,"COB, CEO",P - Purchase,$40.36,+43,"26,783",0%,"+$1,731",-1,-8,-7,-9
126,D,2008-01-14 18:00:15,2008-01-14, ZLC,Zale Corp,Carter Rodney,"EVP, CAO, CFO",P - Purchase,$13.74,"+5,000","17,000",+42%,"+$68,700",-2,+8,+34,+32
127,D,2008-01-14 17:56:17,2008-01-11, CW,Curtiss Wright Corp,Linton David J,VP,P - Purchase,$40.36,+41,"21,678",0%,"+$1,644",-1,-8,-7,-9
128,M,2008-01-14 17:55:59,2008-01-10, ALTH,Allos Therapeutics Inc,"Baker Brothers Life Sciences Capital (Gp), LLC",10%,P - Purchase,$7.45,"+207,394","6,470,110",+3%,"+$1,544,339",+1,-2,-8,+7
129,M,2008-01-14 17:55:04,2008-01-10, ALTH,Allos Therapeutics Inc,"Baker / Tisch Capital (Gp), LLC",10%,P - Purchase,$7.45,"+4,330","96,941",+5%,"+$32,243",+1,-2,-8,+7
130,M,2008-01-14 17:53:58,2008-01-10, ALTH,Allos Therapeutics Inc,"Baker Biotech Capital (Gp), LLC",10%,P - Purchase,$7.45,"+81,922","2,432,161",+3%,"+$610,024",+1,-2,-8,+7
131,M,2008-01-14 17:53:00,2008-01-10, ALTH,Allos Therapeutics Inc,"14159 Capital (Gp), LLC",10%,P - Purchase,$7.45,"+6,588","215,646",+3%,"+$49,057",+1,-2,-8,+7
132,M,2008-01-14 17:52:05,2008-01-10, ALTH,Allos Therapeutics Inc,"Baker Bros. Capital (Gp), LLC",10%,P - Purchase,$7.45,+566,"191,266",0%,"+$4,215",+1,-2,-8,+7
133,D,2008-01-14 17:51:25,2008-01-11, CW,Curtiss Wright Corp,Bloom Edward,VP,P - Purchase,$40.36,+72,"31,261",0%,"+$2,913",-1,-8,-7,-9
134,M,2008-01-14 17:48:51,2008-01-11, ICTL,International Commercial Television Inc,Praetorian Capital Management LLC,10%,P - Purchase,$2.46,"+32,000","1,608,600",+2%,"+$78,656",,,,
135,D,2008-01-14 17:47:42,2008-01-14, ZLC,Zale Corp,Goldberg Neal,"Pres, CEO",P - Purchase,$13.38,"+11,000","253,200",+5%,"+$147,148",-2,+8,+34,+32
136,D,2008-01-14 17:31:08,2008-01-14, VQPH,"Vioquest Pharmaceuticals, Inc.",Rocamboli Stephen,Secretary,P - Purchase,$0.11,"+15,500","734,835",+2%,"+$1,705",,,,
137,M,2008-01-14 17:24:20,2008-01-10, WLFC,Willis Lease Finance Corp,Jacobs Sy,10%,P - Purchase,$12.53,"+7,711","932,493",+1%,"+$96,628",-2,-3,+9,-22
138,M,2008-01-14 17:20:44,2008-01-10, HOV,Hovnanian Enterprises Inc,Hovnanian Sirwart,10%,P - Purchase,$5.46,"+21,812","7,419,810",0%,"+$119,008",-1,+1,+51,-18
